"","Participant","Run","Block","Trial","Condition","Image","RestImage","ConditionOnset","ConditionResposne","ConditionRt"
"SON2_010.121","10",1,121,121,"negative","32M_F.png","Context004.jpg",1660.8262,"1!",0.7943
"SON2_010.122","10",1,122,122,"positive","19F_H.png","Context004.jpg",1663.0553,"1!",0.6301
"SON2_010.123","10",1,123,123,"neutral","36M_N.png","Context004.jpg",1665.1162,"1!",0.9682
"SON2_010.124","10",1,124,124,"negative","20M_F.png","Context004.jpg",1667.4437,"1!",0.8166
"SON2_010.125","10",1,125,125,"negative","14F_F.png","Context004.jpg",1669.6223,"1!",0.9094
"SON2_010.126","10",1,126,126,"negative","41M_F.png","Context004.jpg",1671.8338,"1!",0.8028
"SON2_009.1","SON_09",1,1,1,"negative","26M_F.png","Context001.jpg",5.3242,"1!",0.7408
"SON2_009.2","SON_09",1,2,2,"neutral","24M_N.png","Context002.jpg",7.3695,"1!",1.3756
"SON2_009.3","SON_09",1,3,3,"positive","07F_H.png","Context003.jpg",9.4145,"7&",0.7624
"SON2_009.4","SON_09",1,4,4,"positive","11F_H.png","Context004.jpg",11.4598,"7&",0.9972
"SON2_009.5","SON_09",1,5,5,"neutral","28M_N.png","Context001.jpg",13.505,"1!",1.0881
"SON2_009.6","SON_09",1,6,6,"negative","22M_F.png","Context002.jpg",15.5502,"1!",1.2109
"SON2_009.7","SON_09",1,7,7,"neutral","11F_N.png","Context003.jpg",17.5954,"7&",1.7257
"SON2_009.8","SON_09",1,8,8,"positive","16F_H.png","Context004.jpg",19.6404,"1!",0.8327
"SON2_009.9","SON_09",1,9,9,"neutral","33M_N.png","Context004.jpg",21.719,"7&",1.2183
"SON2_009.10","SON_09",1,10,10,"positive","09F_H.png","Context004.jpg",23.7973,"7&",0.9238
"SON2_009.11","SON_09",1,11,11,"negative","15F_F.png","Context004.jpg",25.8759,"7&",1.1812
"SON2_009.12","SON_09",1,12,12,"positive","05F_H.png","Context004.jpg",27.9543,"1!",1.5508
"SON2_009.13","SON_09",1,13,13,"negative","38M_F.png","Context004.jpg",30.0327,"1!",1.2563
"SON2_009.14","SON_09",1,14,14,"negative","30M_F.png","Context004.jpg",32.1112,"1!",1.0981
"SON2_009.15","SON_09",1,15,15,"negative","17F_F.png","Context004.jpg",34.1726,"1!",1.0681
"SON2_009.16","SON_09",1,16,16,"positive","08F_H.png","Context004.jpg",36.2514,"1!",1.3577
"SON2_009.17","SON_09",1,17,17,"negative","29M_F.png","Context004.jpg",38.3298,"1!",1.4393
"SON2_009.18","SON_09",1,18,18,"neutral","08F_N.png","Context004.jpg",40.4081,"1!",1.2888
"SON2_009.19","SON_09",1,19,19,"negative","33M_F.png","Context004.jpg",42.4866,"1!",1.5624
"SON2_009.20","SON_09",1,20,20,"negative","31M_F.png","Context004.jpg",44.5482,"1!",1.6366
"SON2_009.21","SON_09",1,21,21,"negative","37M_F.png","Context004.jpg",46.6269,"1!",1.9661
"SON2_009.22","SON_09",1,22,22,"neutral","22M_N.png","Context004.jpg",48.7054,"1!",1.4877
"SON2_009.23","SON_09",1,23,23,"neutral","37M_N.png","Context004.jpg",50.7838,"1!",1.5693
"SON2_009.24","SON_09",1,24,24,"positive","20M_H.png","Context004.jpg",52.8621,"1!",1.4269
"SON2_009.25","SON_09",1,25,25,"neutral","31M_N.png","Context004.jpg",54.9072,"",NA
"SON2_009.26","SON_09",1,26,26,"positive","01F_H.png","Context004.jpg",56.9859,"7&",0.0632
"SON2_009.27","SON_09",1,27,27,"positive","22M_H.png","Context004.jpg",59.0642,"1!",0.9928
"SON2_009.28","SON_09",1,28,28,"neutral","41M_N.png","Context004.jpg",61.1427,"7&",1.7226
"SON2_009.29","SON_09",1,29,29,"neutral","06F_N.png","Context004.jpg",63.2211,"1!",1.684
"SON2_009.30","SON_09",1,30,30,"positive","43M_H.png","Context004.jpg",65.2995,"1!",1.4056
"SON2_009.31","SON_09",1,31,31,"positive","02F_H.png","Context004.jpg",67.3779,"1!",1.679
"SON2_009.32","SON_09",1,32,32,"neutral","16F_N.png","Context004.jpg",69.473,"1!",1.032
"SON2_009.33","SON_09",1,33,33,"positive","32M_H.png","Context004.jpg",71.5515,"1!",1.6016
"SON2_009.34","SON_09",1,34,34,"positive","17F_H.png","Context004.jpg",73.6133,"7&",0.8918
"SON2_009.35","SON_09",1,35,35,"positive","33M_H.png","Context004.jpg",75.6749,"7&",0.7499
"SON2_009.36","SON_09",1,36,36,"negative","21M_F.png","Context004.jpg",77.7369,"7&",1.4322
"SON2_009.37","SON_09",1,37,37,"neutral","01F_N.png","Context004.jpg",79.8154,"1!",0.9457
"SON2_009.38","SON_09",1,38,38,"negative","08F_F.png","Context004.jpg",81.8938,"1!",1.4032
"SON2_009.39","SON_09",1,39,39,"neutral","43M_N.png","Context004.jpg",83.9722,"1!",1.7649
"SON2_009.40","SON_09",1,40,40,"negative","12F_F.png","Context004.jpg",86.0507,"1!",1.5744
"SON2_009.41","SON_09",1,41,41,"neutral","27M_N.png","Context004.jpg",88.1291,"1!",1.88
"SON2_009.42","SON_09",1,42,42,"neutral","14F_N.png","Context004.jpg",90.1908,"",NA
"SON2_009.43","SON_09",1,43,43,"positive","30M_H.png","Context004.jpg",92.2527,"7&",0.0764
"SON2_009.44","SON_09",1,44,44,"neutral","03F_N.png","Context004.jpg",94.3311,"1!",1.7021
"SON2_009.45","SON_09",1,45,45,"neutral","23M_N.png","Context004.jpg",96.4096,"7&",1.5515
"SON2_009.46","SON_09",1,46,46,"negative","40M_F.png","Context004.jpg",98.4714,"7&",1.7137
"SON2_009.47","SON_09",1,47,47,"positive","25M_H.png","Context004.jpg",100.5498,"7&",0.8272
"SON2_009.48","SON_09",1,48,48,"negative","13F_F.png","Context004.jpg",102.6283,"1!",0.8128
"SON2_009.49","SON_09",1,49,49,"neutral","40M_N.png","Context004.jpg",104.69,"7&",1.183
"SON2_009.50","SON_09",1,50,50,"negative","09F_F.png","Context004.jpg",106.7685,"7&",0.9924
"SON2_009.51","SON_09",1,51,51,"negative","16F_F.png","Context004.jpg",108.847,"1!",0.7941
"SON2_009.52","SON_09",1,52,52,"neutral","26M_N.png","Context004.jpg",110.9253,"1!",1.5558
"SON2_009.53","SON_09",1,53,53,"neutral","07F_N.png","Context004.jpg",112.9872,"1!",0.8141
"SON2_009.54","SON_09",1,54,54,"negative","35M_F.png","Context004.jpg",115.0655,"1!",1.2395
"SON2_009.55","SON_09",1,55,55,"neutral","17F_N.png","Context004.jpg",117.144,"7&",0.9612
"SON2_009.56","SON_09",1,56,56,"neutral","38M_N.png","Context004.jpg",119.2225,"1!",1.5626
"SON2_009.57","SON_09",1,57,57,"positive","18F_H.png","Context004.jpg",121.3009,"7&",1.1802
"SON2_009.58","SON_09",1,58,58,"negative","39M_F.png","Context004.jpg",123.3794,"7&",1.3177
"SON2_009.59","SON_09",1,59,59,"negative","27M_F.png","Context004.jpg",125.4578,"",NA
"SON2_009.60","SON_09",1,60,60,"positive","26M_H.png","Context004.jpg",127.5362,"1!",-0.007
"SON2_009.61","SON_09",1,61,61,"negative","10F_F.png","Context004.jpg",129.6145,"1!",1.3944
"SON2_009.62","SON_09",1,62,62,"positive","28M_H.png","Context004.jpg",131.6764,"1!",1.5726
"SON2_009.63","SON_09",1,63,63,"neutral","29M_N.png","Context004.jpg",133.7382,"1!",1.0708
"SON2_009.64","SON_09",1,64,64,"negative","19F_F.png","Context004.jpg",135.8165,"1!",1.5845
"SON2_009.65","SON_09",1,65,65,"negative","18F_F.png","Context004.jpg",137.9949,"7&",1.9101
"SON2_009.66","SON_09",1,66,66,"positive","12F_H.png","Context004.jpg",140.0567,"1!",1.4484
"SON2_009.67","SON_09",1,67,67,"positive","14F_H.png","Context004.jpg",142.3014,"",NA
"SON2_009.68","SON_09",1,68,68,"neutral","42M_N.png","Context004.jpg",144.4963,"1!",0.0248
"SON2_009.69","SON_09",1,69,69,"neutral","34M_N.png","Context004.jpg",146.8904,"7&",1.2625
"SON2_009.70","SON_09",1,70,70,"negative","34M_F.png","Context004.jpg",149.1021,"1!",1.6591
"SON2_009.71","SON_09",1,71,71,"positive","42M_H.png","Context004.jpg",151.3467,"",NA
"SON2_009.72","SON_09",1,72,72,"negative","01F_F.png","Context004.jpg",153.5582,"7&",-0.205
"SON2_009.73","SON_09",1,73,73,"negative","05F_F.png","Context004.jpg",155.7697,"1!",0.9594
"SON2_009.74","SON_09",1,74,74,"negative","07F_F.png","Context004.jpg",158.0142,"1!",0.8746
"SON2_009.75","SON_09",1,75,75,"neutral","09F_N.png","Context004.jpg",160.1426,"7&",0.8904
"SON2_009.76","SON_09",1,76,76,"negative","25M_F.png","Context004.jpg",162.3043,"1!",1.009
"SON2_009.77","SON_09",1,77,77,"positive","38M_H.png","Context004.jpg",164.5324,"1!",1.1807
"SON2_009.78","SON_09",1,78,78,"neutral","30M_N.png","Context004.jpg",166.6773,"1!",0.8358
"SON2_009.79","SON_09",1,79,79,"positive","15F_H.png","Context004.jpg",168.8056,"7&",0.8915
"SON2_009.80","SON_09",1,80,80,"negative","42M_F.png","Context004.jpg",170.9339,"7&",1.4511
"SON2_009.81","SON_09",1,81,81,"negative","02F_F.png","Context004.jpg",173.0622,"1!",1.619
"SON2_009.82","SON_09",1,82,82,"positive","36M_H.png","Context004.jpg",175.2072,"7&",0.8419
"SON2_009.83","SON_09",1,83,83,"neutral","19F_N.png","Context004.jpg",177.3688,"1!",0.9443
"SON2_009.84","SON_09",1,84,84,"negative","11F_F.png","Context004.jpg",179.4638,"7&",1.0652
"SON2_009.85","SON_09",1,85,85,"positive","35M_H.png","Context004.jpg",181.5755,"7&",1.1775
"SON2_009.86","SON_09",1,86,86,"neutral","35M_N.png","Context004.jpg",183.7868,"1!",0.7983
"SON2_009.87","SON_09",1,87,87,"neutral","12F_N.png","Context004.jpg",185.8488,"1!",1.5843
"SON2_009.88","SON_09",1,88,88,"positive","39M_H.png","Context004.jpg",187.9272,"7&",0.8899
"SON2_009.89","SON_09",1,89,89,"positive","40M_H.png","Context004.jpg",190.0056,"7&",0.6754
"SON2_009.90","SON_09",1,90,90,"negative","23M_F.png","Context004.jpg",192.084,"7&",0.669
"SON2_009.91","SON_09",1,91,91,"positive","21M_H.png","Context004.jpg",194.1625,"7&",0.6066
"SON2_009.92","SON_09",1,92,92,"positive","24M_H.png","Context004.jpg",196.241,"7&",0.5843
"SON2_009.93","SON_09",1,93,93,"neutral","20M_N.png","Context004.jpg",198.3194,"1!",1.0898
"SON2_009.94","SON_09",1,94,94,"negative","36M_F.png","Context004.jpg",200.4311,"1!",1.2342
"SON2_009.95","SON_09",1,95,95,"positive","34M_H.png","Context004.jpg",202.6424,"7&",0.6146
"SON2_009.96","SON_09",1,96,96,"neutral","21M_N.png","Context004.jpg",204.7875,"7&",1.2858
"SON2_009.97","SON_09",1,97,97,"positive","10F_H.png","Context004.jpg",206.8659,"7&",1.3112
"SON2_009.98","SON_09",1,98,98,"neutral","10F_N.png","Context004.jpg",208.9443,"1!",0.6808
"SON2_009.99","SON_09",1,99,99,"positive","37M_H.png","Context004.jpg",211.0228,"7&",0.8503
"SON2_009.100","SON_09",1,100,100,"neutral","13F_N.png","Context004.jpg",213.0679,"1!",0.8451
"SON2_009.101","SON_09",1,101,101,"positive","29M_H.png","Context004.jpg",215.1297,"7&",1.3113
"SON2_009.102","SON_09",1,102,102,"positive","03F_H.png","Context004.jpg",217.1915,"7&",1.3296
"SON2_009.103","SON_09",1,103,103,"positive","31M_H.png","Context004.jpg",219.27,"7&",1.3312
"SON2_009.104","SON_09",1,104,104,"neutral","32M_N.png","Context004.jpg",221.3484,"1!",1.6366
"SON2_009.105","SON_09",1,105,105,"positive","27M_H.png","Context004.jpg",223.4269,"7&",1.0222
"SON2_009.106","SON_09",1,106,106,"neutral","39M_N.png","Context004.jpg",225.4887,"7&",1.2804
"SON2_009.107","SON_09",1,107,107,"neutral","15F_N.png","Context004.jpg",227.5671,"7&",0.7141
"SON2_009.108","SON_09",1,108,108,"negative","24M_F.png","Context004.jpg",229.6454,"7&",0.8277
"SON2_009.109","SON_09",1,109,109,"negative","28M_F.png","Context004.jpg",231.724,"1!",1.0371
"SON2_009.110","SON_09",1,110,110,"positive","06F_H.png","Context004.jpg",233.7857,"7&",0.9833
"SON2_009.111","SON_09",1,111,111,"positive","13F_H.png","Context004.jpg",235.8642,"1!",0.9289
"SON2_009.112","SON_09",1,112,112,"neutral","02F_N.png","Context004.jpg",237.926,"1!",0.7391
"SON2_009.113","SON_09",1,113,113,"positive","41M_H.png","Context004.jpg",239.9878,"7&",1.0852
"SON2_009.114","SON_09",1,114,114,"negative","03F_F.png","Context004.jpg",242.033,"1!",0.7121
"SON2_009.115","SON_09",1,115,115,"positive","23M_H.png","Context004.jpg",244.1114,"7&",0.5777
"SON2_009.116","SON_09",1,116,116,"negative","43M_F.png","Context004.jpg",246.1898,"7&",1.0592
"SON2_009.117","SON_09",1,117,117,"neutral","18F_N.png","Context004.jpg",248.2517,"7&",1.1094
"SON2_009.118","SON_09",1,118,118,"negative","06F_F.png","Context004.jpg",250.3301,"1!",1.167
"SON2_009.119","SON_09",1,119,119,"neutral","05F_N.png","Context004.jpg",252.4086,"1!",0.9525
"SON2_009.120","SON_09",1,120,120,"neutral","25M_N.png","Context004.jpg",254.487,"7&",1.8421
"SON2_009.121","SON_09",1,121,121,"negative","32M_F.png","Context004.jpg",256.5654,"1!",0.9637
"SON2_009.122","SON_09",1,122,122,"positive","19F_H.png","Context004.jpg",258.6438,"7&",0.8132
"SON2_009.123","SON_09",1,123,123,"neutral","36M_N.png","Context004.jpg",260.7057,"1!",1.2074
"SON2_009.124","SON_09",1,124,124,"negative","20M_F.png","Context004.jpg",262.7508,"1!",0.8102
"SON2_009.125","SON_09",1,125,125,"negative","14F_F.png","Context004.jpg",264.8958,"1!",0.9614
"SON2_009.126","SON_09",1,126,126,"negative","41M_F.png","Context004.jpg",267.0075,"1!",1.0736
"SON2_008.1","8",1,1,1,"negative","26M_F.png","Context001.jpg",3.8807,"1!",0.942
"SON2_008.2","8",1,2,2,"neutral","24M_N.png","Context002.jpg",5.9427,"",NA
"SON2_008.3","8",1,3,3,"positive","07F_H.png","Context003.jpg",8.0378,"",NA
"SON2_008.4","8",1,4,4,"positive","11F_H.png","Context004.jpg",10.0996,"7&",0.3538
"SON2_008.5","8",1,5,5,"neutral","28M_N.png","Context001.jpg",12.1447,"1!",0.8286
"SON2_008.6","8",1,6,6,"negative","22M_F.png","Context002.jpg",14.2066,"1!",1.0788
"SON2_008.7","8",1,7,7,"neutral","11F_N.png","Context003.jpg",16.2684,"7&",1.369
"SON2_008.8","8",1,8,8,"positive","16F_H.png","Context004.jpg",18.3299,"1!",1.2432
"SON2_008.9","8",1,9,9,"neutral","33M_N.png","Context004.jpg",20.4086,"1!",1.5168
"SON2_008.10","8",1,10,10,"positive","09F_H.png","Context004.jpg",22.4871,"7&",0.7183
"SON2_008.11","8",1,11,11,"negative","15F_F.png","Context004.jpg",24.5655,"1!",1.5041
"SON2_008.12","8",1,12,12,"positive","05F_H.png","Context004.jpg",26.6439,"1!",1.1615
"SON2_008.13","8",1,13,13,"negative","38M_F.png","Context004.jpg",28.7223,"1!",1.219
"SON2_008.14","8",1,14,14,"negative","30M_F.png","Context004.jpg",30.8008,"1!",1.0126
"SON2_008.15","8",1,15,15,"negative","17F_F.png","Context004.jpg",32.8792,"1!",1.7502
"SON2_008.16","8",1,16,16,"positive","08F_H.png","Context004.jpg",34.9577,"7&",0.6557
"SON2_008.17","8",1,17,17,"negative","29M_F.png","Context004.jpg",37.0195,"7&",1.9461
"SON2_008.18","8",1,18,18,"neutral","08F_N.png","Context004.jpg",39.1145,"1!",1.5869
"SON2_008.19","8",1,19,19,"negative","33M_F.png","Context004.jpg",41.1929,"1!",1.3724
"SON2_008.20","8",1,20,20,"negative","31M_F.png","Context004.jpg",43.2714,"7&",1.51
"SON2_008.21","8",1,21,21,"negative","37M_F.png","Context004.jpg",45.3498,"1!",1.5916
"SON2_008.22","8",1,22,22,"neutral","22M_N.png","Context004.jpg",47.4282,"7&",0.7851
"SON2_008.23","8",1,23,23,"neutral","37M_N.png","Context004.jpg",49.5066,"1!",0.9948
"SON2_008.24","8",1,24,24,"positive","20M_H.png","Context004.jpg",51.5851,"7&",0.9004
"SON2_008.25","8",1,25,25,"neutral","31M_N.png","Context004.jpg",53.6636,"7&",0.7818
"SON2_008.26","8",1,26,26,"positive","01F_H.png","Context004.jpg",55.7254,"7&",0.744
"SON2_008.27","8",1,27,27,"positive","22M_H.png","Context004.jpg",57.8038,"7&",0.9536
"SON2_008.28","8",1,28,28,"neutral","41M_N.png","Context004.jpg",59.8656,"1!",1.1318
"SON2_008.29","8",1,29,29,"neutral","06F_N.png","Context004.jpg",61.9441,"7&",1.7974
"SON2_008.30","8",1,30,30,"positive","43M_H.png","Context004.jpg",64.0058,"7&",1.2636
"SON2_008.31","8",1,31,31,"positive","02F_H.png","Context004.jpg",66.0677,"",NA
"SON2_008.32","8",1,32,32,"neutral","16F_N.png","Context004.jpg",68.1127,"1!",1.0207
"SON2_008.33","8",1,33,33,"positive","32M_H.png","Context004.jpg",70.1912,"7&",0.8061
"SON2_008.34","8",1,34,34,"positive","17F_H.png","Context004.jpg",72.2697,"7&",1.2957
"SON2_008.35","8",1,35,35,"positive","33M_H.png","Context004.jpg",74.3312,"7&",1.6739
"SON2_008.36","8",1,36,36,"negative","21M_F.png","Context004.jpg",76.3933,"1!",1.4841
"SON2_008.37","8",1,37,37,"neutral","01F_N.png","Context004.jpg",78.4716,"1!",0.9176
"SON2_008.38","8",1,38,38,"negative","08F_F.png","Context004.jpg",80.5502,"7&",1.2712
"SON2_008.39","8",1,39,39,"neutral","43M_N.png","Context004.jpg",82.6286,"7&",1.5369
"SON2_008.40","8",1,40,40,"negative","12F_F.png","Context004.jpg",84.6903,"7&",1.3951
"SON2_008.41","8",1,41,41,"neutral","27M_N.png","Context004.jpg",86.7688,"1!",1.4927
"SON2_008.42","8",1,42,42,"neutral","14F_N.png","Context004.jpg",88.8472,"1!",0.7662
"SON2_008.43","8",1,43,43,"positive","30M_H.png","Context004.jpg",90.9091,"1!",0.7203
"SON2_008.44","8",1,44,44,"neutral","03F_N.png","Context004.jpg",92.9875,"1!",1.7219
"SON2_008.45","8",1,45,45,"neutral","23M_N.png","Context004.jpg",95.066,"7&",1.6354
"SON2_008.46","8",1,46,46,"negative","40M_F.png","Context004.jpg",97.2939,"1!",1.3593
"SON2_008.47","8",1,47,47,"positive","25M_H.png","Context004.jpg",99.3725,"7&",1.6489
"SON2_008.48","8",1,48,48,"negative","13F_F.png","Context004.jpg",101.4509,"1!",0.8905
"SON2_008.49","8",1,49,49,"neutral","40M_N.png","Context004.jpg",103.5127,"1!",1.8767
"SON2_008.50","8",1,50,50,"negative","09F_F.png","Context004.jpg",105.5912,"",NA
"SON2_008.51","8",1,51,51,"negative","16F_F.png","Context004.jpg",107.653,"1!",1.0484
"SON2_008.52","8",1,52,52,"neutral","26M_N.png","Context004.jpg",109.7314,"1!",0.9541
"SON2_008.53","8",1,53,53,"neutral","07F_N.png","Context004.jpg",111.8099,"1!",1.2916
"SON2_008.54","8",1,54,54,"negative","35M_F.png","Context004.jpg",113.8716,"7&",1.3738
"SON2_008.55","8",1,55,55,"neutral","17F_N.png","Context004.jpg",115.9334,"7&",1.5919
"SON2_008.56","8",1,56,56,"neutral","38M_N.png","Context004.jpg",118.0117,"1!",0.7777
"SON2_008.57","8",1,57,57,"positive","18F_H.png","Context004.jpg",120.0737,"7&",0.9637
"SON2_008.58","8",1,58,58,"negative","39M_F.png","Context004.jpg",122.1521,"7&",1.7493
"SON2_008.59","8",1,59,59,"negative","27M_F.png","Context004.jpg",124.2306,"1!",1.3189
"SON2_008.60","8",1,60,60,"positive","26M_H.png","Context004.jpg",126.309,"7&",0.9046
"SON2_008.61","8",1,61,61,"negative","10F_F.png","Context004.jpg",128.3707,"1!",1.4666
"SON2_008.62","8",1,62,62,"positive","28M_H.png","Context004.jpg",130.4326,"1!",1.3008
"SON2_008.63","8",1,63,63,"neutral","29M_N.png","Context004.jpg",132.4944,"7&",0.967
"SON2_008.64","8",1,64,64,"negative","19F_F.png","Context004.jpg",134.5729,"1!",1.9446
"SON2_008.65","8",1,65,65,"negative","18F_F.png","Context004.jpg",136.6513,"1!",1.4421
"SON2_008.66","8",1,66,66,"positive","12F_H.png","Context004.jpg",138.7297,"7&",0.8517
"SON2_008.67","8",1,67,67,"positive","14F_H.png","Context004.jpg",140.8081,"1!",1.6773
"SON2_008.68","8",1,68,68,"neutral","42M_N.png","Context004.jpg",142.8866,"7&",1.1268
"SON2_008.69","8",1,69,69,"neutral","34M_N.png","Context004.jpg",144.9484,"7&",0.857
"SON2_008.70","8",1,70,70,"negative","34M_F.png","Context004.jpg",147.0268,"7&",0.9065
"SON2_008.71","8",1,71,71,"positive","42M_H.png","Context004.jpg",149.0886,"7&",0.7568
"SON2_008.72","8",1,72,72,"negative","01F_F.png","Context004.jpg",151.1504,"1!",1.383
"SON2_008.73","8",1,73,73,"negative","05F_F.png","Context004.jpg",153.2289,"1!",1.5525
"SON2_008.74","8",1,74,74,"negative","07F_F.png","Context004.jpg",155.3073,"1!",1.7061
"SON2_008.75","8",1,75,75,"neutral","09F_N.png","Context004.jpg",157.4356,"7&",0.7058
"SON2_008.76","8",1,76,76,"negative","25M_F.png","Context004.jpg",159.4974,"7&",1.26
"SON2_008.77","8",1,77,77,"positive","38M_H.png","Context004.jpg",161.5592,"7&",1.6862
"SON2_008.78","8",1,78,78,"neutral","30M_N.png","Context004.jpg",163.6209,"1!",0.9203
"SON2_008.79","8",1,79,79,"positive","15F_H.png","Context004.jpg",165.6995,"7&",0.7459
"SON2_008.80","8",1,80,80,"negative","42M_F.png","Context004.jpg",167.7612,"7&",1.2841
"SON2_008.81","8",1,81,81,"negative","02F_F.png","Context004.jpg",169.8397,"1!",1.2297
"SON2_008.82","8",1,82,82,"positive","36M_H.png","Context004.jpg",171.9181,"7&",0.6713
"SON2_008.83","8",1,83,83,"neutral","19F_N.png","Context004.jpg",173.9966,"7&",1.5848
"SON2_008.84","8",1,84,84,"negative","11F_F.png","Context004.jpg",176.075,"7&",1.0184
"SON2_008.85","8",1,85,85,"positive","35M_H.png","Context004.jpg",178.1535,"7&",0.6921
"SON2_008.86","8",1,86,86,"neutral","35M_N.png","Context004.jpg",180.1986,"1!",0.7748
"SON2_008.87","8",1,87,87,"neutral","12F_N.png","Context004.jpg",182.2771,"1!",1.2883
"SON2_008.88","8",1,88,88,"positive","39M_H.png","Context004.jpg",184.3389,"7&",0.9787
"SON2_008.89","8",1,89,89,"positive","40M_H.png","Context004.jpg",186.4173,"7&",0.9561
"SON2_008.90","8",1,90,90,"negative","23M_F.png","Context004.jpg",188.4791,"7&",0.8143
"SON2_008.91","8",1,91,91,"positive","21M_H.png","Context004.jpg",190.5575,"7&",1.7999
"SON2_008.92","8",1,92,92,"positive","24M_H.png","Context004.jpg",192.6359,"",NA
"SON2_008.93","8",1,93,93,"neutral","20M_N.png","Context004.jpg",194.7143,"7&",0.035
"SON2_008.94","8",1,94,94,"negative","36M_F.png","Context004.jpg",196.8594,"1!",1.1061
"SON2_008.95","8",1,95,95,"positive","34M_H.png","Context004.jpg",198.9378,"7&",0.9476
"SON2_008.96","8",1,96,96,"neutral","21M_N.png","Context004.jpg",201.0161,"7&",1.4132
"SON2_008.97","8",1,97,97,"positive","10F_H.png","Context004.jpg",203.0947,"7&",1.1107
"SON2_008.98","8",1,98,98,"neutral","10F_N.png","Context004.jpg",205.1731,"1!",1.1444
"SON2_008.99","8",1,99,99,"positive","37M_H.png","Context004.jpg",207.2515,"1!",1.6579
"SON2_008.100","8",1,100,100,"neutral","13F_N.png","Context004.jpg",209.3132,"1!",1.1561
"SON2_008.101","8",1,101,101,"positive","29M_H.png","Context004.jpg",211.3751,"7&",0.6383
"SON2_008.102","8",1,102,102,"positive","03F_H.png","Context004.jpg",213.4369,"7&",0.7605
"SON2_008.103","8",1,103,103,"positive","31M_H.png","Context004.jpg",215.5154,"7&",1.89
"SON2_008.104","8",1,104,104,"neutral","32M_N.png","Context004.jpg",217.5772,"7&",1.5482
"SON2_008.105","8",1,105,105,"positive","27M_H.png","Context004.jpg",219.639,"7&",0.6706
"SON2_008.106","8",1,106,106,"neutral","39M_N.png","Context004.jpg",221.7008,"7&",0.8406
"SON2_008.107","8",1,107,107,"neutral","15F_N.png","Context004.jpg",223.7791,"1!",0.8341
"SON2_008.108","8",1,108,108,"negative","24M_F.png","Context004.jpg",225.841,"7&",0.6684
"SON2_008.109","8",1,109,109,"negative","28M_F.png","Context004.jpg",227.9029,"1!",1.4945
"SON2_008.110","8",1,110,110,"positive","06F_H.png","Context004.jpg",229.9647,"7&",0.7447
"SON2_008.111","8",1,111,111,"positive","13F_H.png","Context004.jpg",232.0431,"1!",0.9463
"SON2_008.112","8",1,112,112,"neutral","02F_N.png","Context004.jpg",234.1049,"1!",0.8125
"SON2_008.113","8",1,113,113,"positive","41M_H.png","Context004.jpg",236.1667,"7&",1.1027
"SON2_008.114","8",1,114,114,"negative","03F_F.png","Context004.jpg",238.2119,"1!",1.0175
"SON2_008.115","8",1,115,115,"positive","23M_H.png","Context004.jpg",240.2903,"7&",0.6352
"SON2_008.116","8",1,116,116,"negative","43M_F.png","Context004.jpg",242.3688,"7&",0.8286
"SON2_008.117","8",1,117,117,"neutral","18F_N.png","Context004.jpg",244.4305,"7&",1.8868
"SON2_008.118","8",1,118,118,"negative","06F_F.png","Context004.jpg",246.509,"7&",1.0084
"SON2_008.119","8",1,119,119,"neutral","05F_N.png","Context004.jpg",248.5874,"1!",1.05
"SON2_008.120","8",1,120,120,"neutral","25M_N.png","Context004.jpg",250.6659,"7&",0.6835
"SON2_008.121","8",1,121,121,"negative","32M_F.png","Context004.jpg",252.7276,"1!",1.4777
